纬度,经度,SO2,NO2,PM10,污染程度,日期,时间段,气温,风向编码,风力编码,降水强度,天气_多云,天气_晴,天气_阴,天气_雨,天气_雪,天气_雾霾沙尘
34.354256,109.011482,22,30,67,1,2012/5/3,1,16,8,1,1,0,0,0,1,0,0
34.382896,108.88327,22,30,76,1,2012/5/3,0,21,8,1,1,0,0,0,1,0,0
34.382896,108.88327,22,30,76,1,2012/5/3,1,16,8,1,1,0,0,0,1,0,0
34.259781,108.856987,44,36,91,1,2012/5/4,0,25,8,1,0,0,0,1,0,0,0
34.259781,108.856987,44,36,91,1,2012/5/4,1,17,8,1,0,0,0,1,0,0,0
34.261593,108.98996,21,25,90,1,2012/5/4,0,25,8,1,0,0,0,1,0,0,0
34.261593,108.98996,21,25,90,1,2012/5/4,1,17,8,1,0,0,0,1,0,0,0
34.279709,109.07048,29,35,76,1,2012/5/4,0,25,8,1,0,0,0,1,0,0,0
34.279709,109.07048,29,35,76,1,2012/5/4,1,17,8,1,0,0,0,1,0,0,0
34.22282,108.947144,26,27,78,1,2012/5/4,0,25,8,1,0,0,0,1,0,0,0
34.22282,108.947144,26,27,78,1,2012/5/4,1,17,8,1,0,0,0,1,0,0,0
34.26955,108.95903,28,29,80,1,2012/5/4,0,25,8,1,0,0,0,1,0,0,0
34.26955,108.95903,28,29,80,1,2012/5/4,1,17,8,1,0,0,0,1,0,0,0
34.233376,108.9049,26,25,85,1,2012/5/4,0,25,8,1,0,0,0,1,0,0,0
34.233376,108.9049,26,25,85,1,2012/5/4,1,17,8,1,0,0,0,1,0,0,0
34.35886,108.929192,27,29,82,1,2012/5/4,0,25,8,1,0,0,0,1,0,0,0
34.35886,108.929192,27,29,82,1,2012/5/4,1,17,8,1,0,0,0,1,0,0,0
34.158932,108.90696,22,25,78,1,2012/5/4,0,25,8,1,0,0,0,1,0,0,0
34.158932,108.90696,22,25,78,1,2012/5/4,1,17,8,1,0,0,0,1,0,0,0
34.662251,109.226196,20,20,74,1,2012/5/4,0,25,8,1,0,0,0,1,0,0,0
34.662251,109.226196,20,20,74,1,2012/5/4,1,17,8,1,0,0,0,1,0,0,0
34.366699,109.214211,25,27,84,1,2012/5/4,0,25,8,1,0,0,0,1,0,0,0
34.366699,109.214211,25,27,84,1,2012/5/4,1,17,8,1,0,0,0,1,0,0,0
34.209648,108.977669,28,30,73,1,2012/5/4,0,25,8,1,0,0,0,1,0,0,0
34.209648,108.977669,28,30,73,1,2012/5/4,1,17,8,1,0,0,0,1,0,0,0
34.354256,109.011482,22,26,72,1,2012/5/4,0,25,8,1,0,0,0,1,0,0,0
34.354256,109.011482,22,26,72,1,2012/5/4,1,17,8,1,0,0,0,1,0,0,0
34.382896,108.88327,38,29,72,1,2012/5/4,0,25,8,1,0,0,0,1,0,0,0
34.382896,108.88327,38,29,72,1,2012/5/4,1,17,8,1,0,0,0,1,0,0,0
34.259781,108.856987,49,36,79,1,2012/5/5,0,30,8,1,0,1,0,0,0,0,0
34.259781,108.856987,49,36,79,1,2012/5/5,1,19,8,1,0,1,0,0,0,0,0
34.261593,108.98996,36,27,87,1,2012/5/5,0,30,8,1,0,1,0,0,0,0,0
34.261593,108.98996,36,27,87,1,2012/5/5,1,19,8,1,0,1,0,0,0,0,0
34.279709,109.07048,37,35,76,1,2012/5/5,0,30,8,1,0,1,0,0,0,0,0
34.279709,109.07048,37,35,76,1,2012/5/5,1,19,8,1,0,1,0,0,0,0,0
34.22282,108.947144,35,37,78,1,2012/5/5,0,30,8,1,0,1,0,0,0,0,0
34.22282,108.947144,35,37,78,1,2012/5/5,1,19,8,1,0,1,0,0,0,0,0
34.26955,108.95903,39,22,86,1,2012/5/5,0,30,8,1,0,1,0,0,0,0,0
34.26955,108.95903,39,22,86,1,2012/5/5,1,19,8,1,0,1,0,0,0,0,0
34.233376,108.9049,33,29,85,1,2012/5/5,0,30,8,1,0,1,0,0,0,0,0
34.233376,108.9049,33,29,85,1,2012/5/5,1,19,8,1,0,1,0,0,0,0,0
34.35886,108.929192,42,27,90,1,2012/5/5,0,30,8,1,0,1,0,0,0,0,0
34.35886,108.929192,42,27,90,1,2012/5/5,1,19,8,1,0,1,0,0,0,0,0
34.158932,108.90696,33,24,75,1,2012/5/5,0,30,8,1,0,1,0,0,0,0,0
34.158932,108.90696,33,24,75,1,2012/5/5,1,19,8,1,0,1,0,0,0,0,0
34.662251,109.226196,36,19,72,1,2012/5/5,0,30,8,1,0,1,0,0,0,0,0
34.662251,109.226196,36,19,72,1,2012/5/5,1,19,8,1,0,1,0,0,0,0,0
34.366699,109.214211,30,27,71,1,2012/5/5,0,30,8,1,0,1,0,0,0,0,0
34.366699,109.214211,30,27,71,1,2012/5/5,1,19,8,1,0,1,0,0,0,0,0
34.209648,108.977669,27,35,74,1,2012/5/5,0,30,8,1,0,1,0,0,0,0,0
34.209648,108.977669,27,35,74,1,2012/5/5,1,19,8,1,0,1,0,0,0,0,0
34.354256,109.011482,21,36,71,1,2012/5/5,0,30,8,1,0,1,0,0,0,0,0
34.354256,109.011482,21,36,71,1,2012/5/5,1,19,8,1,0,1,0,0,0,0,0
34.382896,108.88327,40,30,80,1,2012/5/5,0,30,8,1,0,1,0,0,0,0,0
34.382896,108.88327,40,30,80,1,2012/5/5,1,19,8,1,0,1,0,0,0,0,0
34.259781,108.856987,49,34,90,1,2012/5/6,0,29,8,1,0,0,0,1,0,0,0
34.259781,108.856987,49,34,90,1,2012/5/6,1,19,8,1,1,0,0,0,1,0,0
34.261593,108.98996,27,32,88,1,2012/5/6,0,29,8,1,0,0,0,1,0,0,0
34.261593,108.98996,27,32,88,1,2012/5/6,1,19,8,1,1,0,0,0,1,0,0
34.279709,109.07048,32,40,83,1,2012/5/6,0,29,8,1,0,0,0,1,0,0,0
34.279709,109.07048,32,40,83,1,2012/5/6,1,19,8,1,1,0,0,0,1,0,0
34.22282,108.947144,33,42,80,1,2012/5/6,0,29,8,1,0,0,0,1,0,0,0
34.22282,108.947144,33,42,80,1,2012/5/6,1,19,8,1,1,0,0,0,1,0,0
34.26955,108.95903,31,30,89,1,2012/5/6,0,29,8,1,0,0,0,1,0,0,0
34.26955,108.95903,31,30,89,1,2012/5/6,1,19,8,1,1,0,0,0,1,0,0
34.233376,108.9049,28,50,94,1,2012/5/6,0,29,8,1,0,0,0,1,0,0,0
34.233376,108.9049,28,50,94,1,2012/5/6,1,19,8,1,1,0,0,0,1,0,0
34.35886,108.929192,39,32,91,1,2012/5/6,0,29,8,1,0,0,0,1,0,0,0
34.35886,108.929192,39,32,91,1,2012/5/6,1,19,8,1,1,0,0,0,1,0,0
34.158932,108.90696,27,35,87,1,2012/5/6,0,29,8,1,0,0,0,1,0,0,0
34.158932,108.90696,27,35,87,1,2012/5/6,1,19,8,1,1,0,0,0,1,0,0
34.662251,109.226196,32,30,82,1,2012/5/6,0,29,8,1,0,0,0,1,0,0,0
34.662251,109.226196,32,30,82,1,2012/5/6,1,19,8,1,1,0,0,0,1,0,0
34.366699,109.214211,29,35,84,1,2012/5/6,0,29,8,1,0,0,0,1,0,0,0
34.366699,109.214211,29,35,84,1,2012/5/6,1,19,8,1,1,0,0,0,1,0,0
34.209648,108.977669,26,41,80,1,2012/5/6,0,29,8,1,0,0,0,1,0,0,0
34.209648,108.977669,26,41,80,1,2012/5/6,1,19,8,1,1,0,0,0,1,0,0
34.354256,109.011482,28,35,76,1,2012/5/6,0,29,8,1,0,0,0,1,0,0,0
34.354256,109.011482,28,35,76,1,2012/5/6,1,19,8,1,1,0,0,0,1,0,0
34.382896,108.88327,35,24,80,1,2012/5/6,0,29,8,1,0,0,0,1,0,0,0
34.382896,108.88327,35,24,80,1,2012/5/6,1,19,8,1,1,0,0,0,1,0,0
34.259781,108.856987,35,30,92,1,2012/5/7,0,27,9,0,1,0,0,0,1,0,0
34.259781,108.856987,35,30,92,1,2012/5/7,1,18,8,0,0,0,0,1,0,0,0
34.261593,108.98996,29,26,104,2,2012/5/7,0,27,9,0,1,0,0,0,1,0,0
34.261593,108.98996,29,26,104,2,2012/5/7,1,18,8,0,0,0,0,1,0,0,0
34.279709,109.07048,33,25,86,1,2012/5/7,0,27,9,0,1,0,0,0,1,0,0
34.279709,109.07048,33,25,86,1,2012/5/7,1,18,8,0,0,0,0,1,0,0,0
34.22282,108.947144,32,24,85,1,2012/5/7,0,27,9,0,1,0,0,0,1,0,0
34.22282,108.947144,32,24,85,1,2012/5/7,1,18,8,0,0,0,0,1,0,0,0
34.26955,108.95903,25,24,96,1,2012/5/7,0,27,9,0,1,0,0,0,1,0,0
34.26955,108.95903,25,24,96,1,2012/5/7,1,18,8,0,0,0,0,1,0,0,0
34.233376,108.9049,24,27,105,2,2012/5/7,0,27,9,0,1,0,0,0,1,0,0
34.233376,108.9049,24,27,105,2,2012/5/7,1,18,8,0,0,0,0,1,0,0,0
34.35886,108.929192,27,28,107,2,2012/5/7,0,27,9,0,1,0,0,0,1,0,0
34.35886,108.929192,27,28,107,2,2012/5/7,1,18,8,0,0,0,0,1,0,0,0
34.158932,108.90696,28,23,106,2,2012/5/7,0,27,9,0,1,0,0,0,1,0,0
34.158932,108.90696,28,23,106,2,2012/5/7,1,18,8,0,0,0,0,1,0,0,0
34.662251,109.226196,27,22,76,1,2012/5/7,0,27,9,0,1,0,0,0,1,0,0
34.662251,109.226196,27,22,76,1,2012/5/7,1,18,8,0,0,0,0,1,0,0,0
34.366699,109.214211,26,25,72,1,2012/5/7,0,27,9,0,1,0,0,0,1,0,0
34.366699,109.214211,26,25,72,1,2012/5/7,1,18,8,0,0,0,0,1,0,0,0
34.209648,108.977669,27,22,86,1,2012/5/7,0,27,9,0,1,0,0,0,1,0,0
34.209648,108.977669,27,22,86,1,2012/5/7,1,18,8,0,0,0,0,1,0,0,0
34.354256,109.011482,26,20,75,1,2012/5/7,0,27,9,0,1,0,0,0,1,0,0
34.354256,109.011482,26,20,75,1,2012/5/7,1,18,8,0,0,0,0,1,0,0,0
34.382896,108.88327,25,24,112,2,2012/5/7,0,27,9,0,1,0,0,0,1,0,0
34.382896,108.88327,25,24,112,2,2012/5/7,1,18,8,0,0,0,0,1,0,0,0
34.259781,108.856987,36,28,92,1,2012/5/8,0,29,8,1,0,1,0,0,0,0,0
34.259781,108.856987,36,28,92,1,2012/5/8,1,19,8,1,0,1,0,0,0,0,0
34.261593,108.98996,34,23,91,1,2012/5/8,0,29,8,1,0,1,0,0,0,0,0
34.261593,108.98996,34,23,91,1,2012/5/8,1,19,8,1,0,1,0,0,0,0,0
34.279709,109.07048,27,26,83,1,2012/5/8,0,29,8,1,0,1,0,0,0,0,0
34.279709,109.07048,27,26,83,1,2012/5/8,1,19,8,1,0,1,0,0,0,0,0
34.22282,108.947144,30,28,78,1,2012/5/8,0,29,8,1,0,1,0,0,0,0,0
34.22282,108.947144,30,28,78,1,2012/5/8,1,19,8,1,0,1,0,0,0,0,0
34.26955,108.95903,25,22,90,1,2012/5/8,0,29,8,1,0,1,0,0,0,0,0
34.26955,108.95903,25,22,90,1,2012/5/8,1,19,8,1,0,1,0,0,0,0,0
34.233376,108.9049,24,24,95,1,2012/5/8,0,29,8,1,0,1,0,0,0,0,0
34.233376,108.9049,24,24,95,1,2012/5/8,1,19,8,1,0,1,0,0,0,0,0
34.35886,108.929192,26,30,91,1,2012/5/8,0,29,8,1,0,1,0,0,0,0,0
34.35886,108.929192,26,30,91,1,2012/5/8,1,19,8,1,0,1,0,0,0,0,0
34.158932,108.90696,23,20,83,1,2012/5/8,0,29,8,1,0,1,0,0,0,0,0
34.158932,108.90696,23,20,83,1,2012/5/8,1,19,8,1,0,1,0,0,0,0,0
34.662251,109.226196,28,21,94,1,2012/5/8,0,29,8,1,0,1,0,0,0,0,0
34.662251,109.226196,28,21,94,1,2012/5/8,1,19,8,1,0,1,0,0,0,0,0
34.366699,109.214211,23,29,71,1,2012/5/8,0,29,8,1,0,1,0,0,0,0,0
34.366699,109.214211,23,29,71,1,2012/5/8,1,19,8,1,0,1,0,0,0,0,0
34.209648,108.977669,26,25,74,1,2012/5/8,0,29,8,1,0,1,0,0,0,0,0
34.209648,108.977669,26,25,74,1,2012/5/8,1,19,8,1,0,1,0,0,0,0,0
34.354256,109.011482,29,22,76,1,2012/5/8,0,29,8,1,0,1,0,0,0,0,0
34.354256,109.011482,29,22,76,1,2012/5/8,1,19,8,1,0,1,0,0,0,0,0
34.382896,108.88327,27,24,94,1,2012/5/8,0,29,8,1,0,1,0,0,0,0,0
34.382896,108.88327,27,24,94,1,2012/5/8,1,19,8,1,0,1,0,0,0,0,0
34.259781,108.856987,35,31,81,1,2012/5/9,0,30,8,1,0,1,0,0,0,0,0
34.259781,108.856987,35,31,81,1,2012/5/9,1,20,3,1,0,1,0,0,0,0,0
34.261593,108.98996,33,30,80,1,2012/5/9,0,30,8,1,0,1,0,0,0,0,0
34.261593,108.98996,33,30,80,1,2012/5/9,1,20,3,1,0,1,0,0,0,0,0
34.279709,109.07048,30,25,77,1,2012/5/9,0,30,8,1,0,1,0,0,0,0,0
34.279709,109.07048,30,25,77,1,2012/5/9,1,20,3,1,0,1,0,0,0,0,0
34.22282,108.947144,34,22,76,1,2012/5/9,0,30,8,1,0,1,0,0,0,0,0
34.22282,108.947144,34,22,76,1,2012/5/9,1,20,3,1,0,1,0,0,0,0,0
34.26955,108.95903,32,22,76,1,2012/5/9,0,30,8,1,0,1,0,0,0,0,0
34.26955,108.95903,32,22,76,1,2012/5/9,1,20,3,1,0,1,0,0,0,0,0
34.233376,108.9049,25,24,83,1,2012/5/9,0,30,8,1,0,1,0,0,0,0,0
34.233376,108.9049,25,24,83,1,2012/5/9,1,20,3,1,0,1,0,0,0,0,0
34.35886,108.929192,26,21,81,1,2012/5/9,0,30,8,1,0,1,0,0,0,0,0
34.35886,108.929192,26,21,81,1,2012/5/9,1,20,3,1,0,1,0,0,0,0,0
34.158932,108.90696,27,26,81,1,2012/5/9,0,30,8,1,0,1,0,0,0,0,0
34.158932,108.90696,27,26,81,1,2012/5/9,1,20,3,1,0,1,0,0,0,0,0
34.662251,109.226196,28,24,84,1,2012/5/9,0,30,8,1,0,1,0,0,0,0,0
34.662251,109.226196,28,24,84,1,2012/5/9,1,20,3,1,0,1,0,0,0,0,0
34.366699,109.214211,29,20,77,1,2012/5/9,0,30,8,1,0,1,0,0,0,0,0
34.366699,109.214211,29,20,77,1,2012/5/9,1,20,3,1,0,1,0,0,0,0,0
34.209648,108.977669,28,31,78,1,2012/5/9,0,30,8,1,0,1,0,0,0,0,0
34.209648,108.977669,28,31,78,1,2012/5/9,1,20,3,1,0,1,0,0,0,0,0
34.354256,109.011482,26,29,76,1,2012/5/9,0,30,8,1,0,1,0,0,0,0,0
34.354256,109.011482,26,29,76,1,2012/5/9,1,20,3,1,0,1,0,0,0,0,0
34.382896,108.88327,24,14,85,1,2012/5/9,0,30,8,1,0,1,0,0,0,0,0
34.382896,108.88327,24,14,85,1,2012/5/9,1,20,3,1,0,1,0,0,0,0,0
34.259781,108.856987,35,27,81,1,2012/5/10,0,30,8,1,0,1,0,0,0,0,0
34.259781,108.856987,35,27,81,1,2012/5/10,1,20,8,1,0,0,0,1,0,0,0
34.261593,108.98996,27,25,79,1,2012/5/10,0,30,8,1,0,1,0,0,0,0,0
34.261593,108.98996,27,25,79,1,2012/5/10,1,20,8,1,0,0,0,1,0,0,0
34.279709,109.07048,20,25,73,1,2012/5/10,0,30,8,1,0,1,0,0,0,0,0
34.279709,109.07048,20,25,73,1,2012/5/10,1,20,8,1,0,0,0,1,0,0,0
34.22282,108.947144,21,22,78,1,2012/5/10,0,30,8,1,0,1,0,0,0,0,0
34.22282,108.947144,21,22,78,1,2012/5/10,1,20,8,1,0,0,0,1,0,0,0
34.26955,108.95903,25,20,77,1,2012/5/10,0,30,8,1,0,1,0,0,0,0,0
34.26955,108.95903,25,20,77,1,2012/5/10,1,20,8,1,0,0,0,1,0,0,0
34.233376,108.9049,23,25,91,1,2012/5/10,0,30,8,1,0,1,0,0,0,0,0
34.233376,108.9049,23,25,91,1,2012/5/10,1,20,8,1,0,0,0,1,0,0,0
34.35886,108.929192,30,21,73,1,2012/5/10,0,30,8,1,0,1,0,0,0,0,0
34.35886,108.929192,30,21,73,1,2012/5/10,1,20,8,1,0,0,0,1,0,0,0
34.158932,108.90696,25,29,94,1,2012/5/10,0,30,8,1,0,1,0,0,0,0,0
34.158932,108.90696,25,29,94,1,2012/5/10,1,20,8,1,0,0,0,1,0,0,0
34.662251,109.226196,22,20,78,1,2012/5/10,0,30,8,1,0,1,0,0,0,0,0
34.662251,109.226196,22,20,78,1,2012/5/10,1,20,8,1,0,0,0,1,0,0,0
34.366699,109.214211,27,22,79,1,2012/5/10,0,30,8,1,0,1,0,0,0,0,0
34.366699,109.214211,27,22,79,1,2012/5/10,1,20,8,1,0,0,0,1,0,0,0
34.209648,108.977669,26,27,77,1,2012/5/10,0,30,8,1,0,1,0,0,0,0,0
34.209648,108.977669,26,27,77,1,2012/5/10,1,20,8,1,0,0,0,1,0,0,0
34.354256,109.011482,21,24,76,1,2012/5/10,0,30,8,1,0,1,0,0,0,0,0
34.354256,109.011482,21,24,76,1,2012/5/10,1,20,8,1,0,0,0,1,0,0,0
34.382896,108.88327,22,11,75,1,2012/5/10,0,30,8,1,0,1,0,0,0,0,0
34.382896,108.88327,22,11,75,1,2012/5/10,1,20,8,1,0,0,0,1,0,0,0
34.259781,108.856987,25,17,60,1,2012/5/11,0,24,8,1,1,0,0,0,1,0,0
34.259781,108.856987,25,17,60,1,2012/5/11,1,16,7,2,0,0,0,1,0,0,0
34.261593,108.98996,23,12,61,1,2012/5/11,0,24,8,1,1,0,0,0,1,0,0
34.261593,108.98996,23,12,61,1,2012/5/11,1,16,7,2,0,0,0,1,0,0,0
34.279709,109.07048,12,14,54,1,2012/5/11,0,24,8,1,1,0,0,0,1,0,0
34.279709,109.07048,12,14,54,1,2012/5/11,1,16,7,2,0,0,0,1,0,0,0
34.22282,108.947144,23,12,57,1,2012/5/11,0,24,8,1,1,0,0,0,1,0,0
34.22282,108.947144,23,12,57,1,2012/5/11,1,16,7,2,0,0,0,1,0,0,0
34.26955,108.95903,22,15,64,1,2012/5/11,0,24,8,1,1,0,0,0,1,0,0
34.26955,108.95903,22,15,64,1,2012/5/11,1,16,7,2,0,0,0,1,0,0,0
34.233376,108.9049,23,11,62,1,2012/5/11,0,24,8,1,1,0,0,0,1,0,0
34.233376,108.9049,23,11,62,1,2012/5/11,1,16,7,2,0,0,0,1,0,0,0
34.35886,108.929192,27,10,59,1,2012/5/11,0,24,8,1,1,0,0,0,1,0,0
34.35886,108.929192,27,10,59,1,2012/5/11,1,16,7,2,0,0,0,1,0,0,0
34.158932,108.90696,17,18,60,1,2012/5/11,0,24,8,1,1,0,0,0,1,0,0
34.158932,108.90696,17,18,60,1,2012/5/11,1,16,7,2,0,0,0,1,0,0,0
34.662251,109.226196,24,11,61,1,2012/5/11,0,24,8,1,1,0,0,0,1,0,0
34.662251,109.226196,24,11,61,1,2012/5/11,1,16,7,2,0,0,0,1,0,0,0
34.366699,109.214211,19,15,53,1,2012/5/11,0,24,8,1,1,0,0,0,1,0,0
34.366699,109.214211,19,15,53,1,2012/5/11,1,16,7,2,0,0,0,1,0,0,0
34.209648,108.977669,25,17,52,1,2012/5/11,0,24,8,1,1,0,0,0,1,0,0
34.209648,108.977669,25,17,52,1,2012/5/11,1,16,7,2,0,0,0,1,0,0,0
34.354256,109.011482,17,16,54,1,2012/5/11,0,24,8,1,1,0,0,0,1,0,0
34.354256,109.011482,17,16,54,1,2012/5/11,1,16,7,2,0,0,0,1,0,0,0
34.382896,108.88327,21,12,57,1,2012/5/11,0,24,8,1,1,0,0,0,1,0,0
34.382896,108.88327,21,12,57,1,2012/5/11,1,16,7,2,0,0,0,1,0,0,0
34.259781,108.856987,22,20,66,1,2012/5/12,0,24,7,2,0,1,0,0,0,0,0
34.259781,108.856987,22,20,66,1,2012/5/12,1,14,8,1,0,1,0,0,0,0,0
34.261593,108.98996,16,15,61,1,2012/5/12,0,24,7,2,0,1,0,0,0,0,0
34.261593,108.98996,16,15,61,1,2012/5/12,1,14,8,1,0,1,0,0,0,0,0
34.279709,109.07048,13,14,64,1,2012/5/12,0,24,7,2,0,1,0,0,0,0,0
34.279709,109.07048,13,14,64,1,2012/5/12,1,14,8,1,0,1,0,0,0,0,0
34.22282,108.947144,17,15,61,1,2012/5/12,0,24,7,2,0,1,0,0,0,0,0
34.22282,108.947144,17,15,61,1,2012/5/12,1,14,8,1,0,1,0,0,0,0,0
34.26955,108.95903,19,17,64,1,2012/5/12,0,24,7,2,0,1,0,0,0,0,0
34.26955,108.95903,19,17,64,1,2012/5/12,1,14,8,1,0,1,0,0,0,0,0
34.233376,108.9049,15,16,67,1,2012/5/12,0,24,7,2,0,1,0,0,0,0,0
34.233376,108.9049,15,16,67,1,2012/5/12,1,14,8,1,0,1,0,0,0,0,0
34.35886,108.929192,17,19,68,1,2012/5/12,0,24,7,2,0,1,0,0,0,0,0
34.35886,108.929192,17,19,68,1,2012/5/12,1,14,8,1,0,1,0,0,0,0,0
34.158932,108.90696,18,18,57,1,2012/5/12,0,24,7,2,0,1,0,0,0,0,0
34.158932,108.90696,18,18,57,1,2012/5/12,1,14,8,1,0,1,0,0,0,0,0
34.662251,109.226196,16,17,68,1,2012/5/12,0,24,7,2,0,1,0,0,0,0,0
34.662251,109.226196,16,17,68,1,2012/5/12,1,14,8,1,0,1,0,0,0,0,0
34.366699,109.214211,11,13,58,1,2012/5/12,0,24,7,2,0,1,0,0,0,0,0
34.366699,109.214211,11,13,58,1,2012/5/12,1,14,8,1,0,1,0,0,0,0,0
34.209648,108.977669,19,18,64,1,2012/5/12,0,24,7,2,0,1,0,0,0,0,0
34.209648,108.977669,19,18,64,1,2012/5/12,1,14,8,1,0,1,0,0,0,0,0
34.354256,109.011482,17,15,66,1,2012/5/12,0,24,7,2,0,1,0,0,0,0,0
34.354256,109.011482,17,15,66,1,2012/5/12,1,14,8,1,0,1,0,0,0,0,0
34.382896,108.88327,12,15,66,1,2012/5/12,0,24,7,2,0,1,0,0,0,0,0
34.382896,108.88327,12,15,66,1,2012/5/12,1,14,8,1,0,1,0,0,0,0,0
34.259781,108.856987,22,24,94,1,2012/5/13,0,24,8,1,1,0,0,0,1,0,0
34.259781,108.856987,22,24,94,1,2012/5/13,1,14,8,1,0,0,0,1,0,0,0
34.261593,108.98996,21,21,95,1,2012/5/13,0,24,8,1,1,0,0,0,1,0,0
34.261593,108.98996,21,21,95,1,2012/5/13,1,14,8,1,0,0,0,1,0,0,0
34.279709,109.07048,19,20,76,1,2012/5/13,0,24,8,1,1,0,0,0,1,0,0
34.279709,109.07048,19,20,76,1,2012/5/13,1,14,8,1,0,0,0,1,0,0,0
34.22282,108.947144,21,19,80,1,2012/5/13,0,24,8,1,1,0,0,0,1,0,0
34.22282,108.947144,21,19,80,1,2012/5/13,1,14,8,1,0,0,0,1,0,0,0
34.26955,108.95903,23,21,88,1,2012/5/13,0,24,8,1,1,0,0,0,1,0,0
34.26955,108.95903,23,21,88,1,2012/5/13,1,14,8,1,0,0,0,1,0,0,0
34.233376,108.9049,22,24,93,1,2012/5/13,0,24,8,1,1,0,0,0,1,0,0
34.233376,108.9049,22,24,93,1,2012/5/13,1,14,8,1,0,0,0,1,0,0,0
34.35886,108.929192,17,20,91,1,2012/5/13,0,24,8,1,1,0,0,0,1,0,0
34.35886,108.929192,17,20,91,1,2012/5/13,1,14,8,1,0,0,0,1,0,0,0
34.158932,108.90696,20,19,92,1,2012/5/13,0,24,8,1,1,0,0,0,1,0,0
34.158932,108.90696,20,19,92,1,2012/5/13,1,14,8,1,0,0,0,1,0,0,0
34.662251,109.226196,19,20,91,1,2012/5/13,0,24,8,1,1,0,0,0,1,0,0
34.662251,109.226196,19,20,91,1,2012/5/13,1,14,8,1,0,0,0,1,0,0,0
34.366699,109.214211,18,19,76,1,2012/5/13,0,24,8,1,1,0,0,0,1,0,0
34.366699,109.214211,18,19,76,1,2012/5/13,1,14,8,1,0,0,0,1,0,0,0
34.209648,108.977669,26,19,80,1,2012/5/13,0,24,8,1,1,0,0,0,1,0,0
34.209648,108.977669,26,19,80,1,2012/5/13,1,14,8,1,0,0,0,1,0,0,0
34.354256,109.011482,19,18,71,1,2012/5/13,0,24,8,1,1,0,0,0,1,0,0
34.354256,109.011482,19,18,71,1,2012/5/13,1,14,8,1,0,0,0,1,0,0,0
34.382896,108.88327,15,17,86,1,2012/5/13,0,24,8,1,1,0,0,0,1,0,0
34.382896,108.88327,15,17,86,1,2012/5/13,1,14,8,1,0,0,0,1,0,0,0
34.259781,108.856987,30,24,69,1,2012/5/14,0,28,8,1,0,1,0,0,0,0,0
34.259781,108.856987,30,24,69,1,2012/5/14,1,16,1,1,0,0,1,0,0,0,0
34.261593,108.98996,18,22,75,1,2012/5/14,0,28,8,1,0,1,0,0,0,0,0
34.261593,108.98996,18,22,75,1,2012/5/14,1,16,1,1,0,0,1,0,0,0,0
34.279709,109.07048,14,25,63,1,2012/5/14,0,28,8,1,0,1,0,0,0,0,0
34.279709,109.07048,14,25,63,1,2012/5/14,1,16,1,1,0,0,1,0,0,0,0
34.22282,108.947144,24,26,67,1,2012/5/14,0,28,8,1,0,1,0,0,0,0,0
34.22282,108.947144,24,26,67,1,2012/5/14,1,16,1,1,0,0,1,0,0,0,0
34.26955,108.95903,35,21,74,1,2012/5/14,0,28,8,1,0,1,0,0,0,0,0
34.26955,108.95903,35,21,74,1,2012/5/14,1,16,1,1,0,0,1,0,0,0,0
34.233376,108.9049,29,20,69,1,2012/5/14,0,28,8,1,0,1,0,0,0,0,0
34.233376,108.9049,29,20,69,1,2012/5/14,1,16,1,1,0,0,1,0,0,0,0
34.35886,108.929192,21,20,74,1,2012/5/14,0,28,8,1,0,1,0,0,0,0,0
34.35886,108.929192,21,20,74,1,2012/5/14,1,16,1,1,0,0,1,0,0,0,0
34.158932,108.90696,16,30,75,1,2012/5/14,0,28,8,1,0,1,0,0,0,0,0
34.158932,108.90696,16,30,75,1,2012/5/14,1,16,1,1,0,0,1,0,0,0,0
34.662251,109.226196,27,24,76,1,2012/5/14,0,28,8,1,0,1,0,0,0,0,0
34.662251,109.226196,27,24,76,1,2012/5/14,1,16,1,1,0,0,1,0,0,0,0
34.366699,109.214211,16,22,64,1,2012/5/14,0,28,8,1,0,1,0,0,0,0,0
34.366699,109.214211,16,22,64,1,2012/5/14,1,16,1,1,0,0,1,0,0,0,0
34.209648,108.977669,25,29,67,1,2012/5/14,0,28,8,1,0,1,0,0,0,0,0
34.209648,108.977669,25,29,67,1,2012/5/14,1,16,1,1,0,0,1,0,0,0,0
34.354256,109.011482,28,27,63,1,2012/5/14,0,28,8,1,0,1,0,0,0,0,0
34.354256,109.011482,28,27,63,1,2012/5/14,1,16,1,1,0,0,1,0,0,0,0
34.382896,108.88327,15,21,62,1,2012/5/14,0,28,8,1,0,1,0,0,0,0,0
34.382896,108.88327,15,21,62,1,2012/5/14,1,16,1,1,0,0,1,0,0,0,0
34.259781,108.856987,30,31,59,1,2012/5/15,0,31,8,1,0,0,1,0,0,0,0
34.259781,108.856987,30,31,59,1,2012/5/15,1,17,8,1,0,0,1,0,0,0,0
34.261593,108.98996,17,21,54,1,2012/5/15,0,31,8,1,0,0,1,0,0,0,0
34.261593,108.98996,17,21,54,1,2012/5/15,1,17,8,1,0,0,1,0,0,0,0
34.279709,109.07048,16,26,56,1,2012/5/15,0,31,8,1,0,0,1,0,0,0,0
34.279709,109.07048,16,26,56,1,2012/5/15,1,17,8,1,0,0,1,0,0,0,0
